image_path,image_rel_path,dataset_name,modality,view,species,genus,family,specimen_id,source_id,phase,raw_species_name,normalized_species_name,protocol_group,overlap_type,protocol_usage,matched_species_name,taxonomy_match_status,taxonomy_suggestions
data/images/macro/Phase1/3248.Afzelia africana/dọc 1/doussie28.jpg,Phase1/3248.Afzelia africana/dọc 1/doussie28.jpg,xylomami_macro,macro,cross_section_end_grain,Afzelia africana,Afzelia,,dọc 1,xylomami_macro:Phase1/3248.Afzelia africana/dọc 1/doussie28,Phase1,Afzelia africana,Afzelia africana,A,exact_species_overlap,"P1,P2,P3",Afzelia africana,exact_species_match,
data/images/macro/Phase1/3248.Afzelia africana/dọc 1/doussie29.jpg,Phase1/3248.Afzelia africana/dọc 1/doussie29.jpg,xylomami_macro,macro,cross_section_end_grain,Afzelia africana,Afzelia,,dọc 1,xylomami_macro:Phase1/3248.Afzelia africana/dọc 1/doussie29,Phase1,Afzelia africana,Afzelia africana,A,exact_species_overlap,"P1,P2,P3",Afzelia africana,exact_species_match,
data/images/macro/Phase1/3248.Afzelia africana/dọc 1/doussie3.jpg,Phase1/3248.Afzelia africana/dọc 1/doussie3.jpg,xylomami_macro,macro,cross_section_end_grain,Afzelia africana,Afzelia,,dọc 1,xylomami_macro:Phase1/3248.Afzelia africana/dọc 1/doussie3,Phase1,Afzelia africana,Afzelia africana,A,exact_species_overlap,"P1,P2,P3",Afzelia africana,exact_species_match,
data/images/macro/Phase1/3248.Afzelia africana/dọc 1/doussie30.jpg,Phase1/3248.Afzelia africana/dọc 1/doussie30.jpg,xylomami_macro,macro,cross_section_end_grain,Afzelia africana,Afzelia,,dọc 1,xylomami_macro:Phase1/3248.Afzelia africana/dọc 1/doussie30,Phase1,Afzelia africana,Afzelia africana,A,exact_species_overlap,"P1,P2,P3",Afzelia africana,exact_species_match,
data/images/macro/Phase1/3248.Afzelia africana/dọc 1/doussie31.jpg,Phase1/3248.Afzelia africana/dọc 1/doussie31.jpg,xylomami_macro,macro,cross_section_end_grain,Afzelia africana,Afzelia,,dọc 1,xylomami_macro:Phase1/3248.Afzelia africana/dọc 1/doussie31,Phase1,Afzelia africana,Afzelia africana,A,exact_species_overlap,"P1,P2,P3",Afzelia africana,exact_species_match,
data/images/macro/Phase1/3248.Afzelia africana/dọc 1/doussie32.jpg,Phase1/3248.Afzelia africana/dọc 1/doussie32.jpg,xylomami_macro,macro,cross_section_end_grain,Afzelia africana,Afzelia,,dọc 1,xylomami_macro:Phase1/3248.Afzelia africana/dọc 1/doussie32,Phase1,Afzelia africana,Afzelia africana,A,exact_species_overlap,"P1,P2,P3",Afzelia africana,exact_species_match,
data/images/macro/Phase1/3248.Afzelia africana/dọc 1/doussie33.jpg,Phase1/3248.Afzelia africana/dọc 1/doussie33.jpg,xylomami_macro,macro,cross_section_end_grain,Afzelia africana,Afzelia,,dọc 1,xylomami_macro:Phase1/3248.Afzelia africana/dọc 1/doussie33,Phase1,Afzelia africana,Afzelia africana,A,exact_species_overlap,"P1,P2,P3",Afzelia africana,exact_species_match,
data/images/macro/Phase1/3248.Afzelia africana/dọc 1/doussie34.jpg,Phase1/3248.Afzelia africana/dọc 1/doussie34.jpg,xylomami_macro,macro,cross_section_end_grain,Afzelia africana,Afzelia,,dọc 1,xylomami_macro:Phase1/3248.Afzelia africana/dọc 1/doussie34,Phase1,Afzelia africana,Afzelia africana,A,exact_species_overlap,"P1,P2,P3",Afzelia africana,exact_species_match,
data/images/macro/Phase1/3248.Afzelia africana/dọc 1/doussie35.jpg,Phase1/3248.Afzelia africana/dọc 1/doussie35.jpg,xylomami_macro,macro,cross_section_end_grain,Afzelia africana,Afzelia,,dọc 1,xylomami_macro:Phase1/3248.Afzelia africana/dọc 1/doussie35,Phase1,Afzelia africana,Afzelia africana,A,exact_species_overlap,"P1,P2,P3",Afzelia africana,exact_species_match,
data/images/macro/Phase1/3248.Afzelia africana/dọc 1/doussie36.jpg,Phase1/3248.Afzelia africana/dọc 1/doussie36.jpg,xylomami_macro,macro,cross_section_end_grain,Afzelia africana,Afzelia,,dọc 1,xylomami_macro:Phase1/3248.Afzelia africana/dọc 1/doussie36,Phase1,Afzelia africana,Afzelia africana,A,exact_species_overlap,"P1,P2,P3",Afzelia africana,exact_species_match,
data/images/macro/Phase1/3248.Afzelia africana/dọc 1/doussie37.jpg,Phase1/3248.Afzelia africana/dọc 1/doussie37.jpg,xylomami_macro,macro,cross_section_end_grain,Afzelia africana,Afzelia,,dọc 1,xylomami_macro:Phase1/3248.Afzelia africana/dọc 1/doussie37,Phase1,Afzelia africana,Afzelia africana,A,exact_species_overlap,"P1,P2,P3",Afzelia africana,exact_species_match,
data/images/macro/Phase1/3248.Afzelia africana/dọc 1/doussie38.jpg,Phase1/3248.Afzelia africana/dọc 1/doussie38.jpg,xylomami_macro,macro,cross_section_end_grain,Afzelia africana,Afzelia,,dọc 1,xylomami_macro:Phase1/3248.Afzelia africana/dọc 1/doussie38,Phase1,Afzelia africana,Afzelia africana,A,exact_species_overlap,"P1,P2,P3",Afzelia africana,exact_species_match,
data/images/macro/Phase1/3248.Afzelia africana/dọc 1/doussie39.jpg,Phase1/3248.Afzelia africana/dọc 1/doussie39.jpg,xylomami_macro,macro,cross_section_end_grain,Afzelia africana,Afzelia,,dọc 1,xylomami_macro:Phase1/3248.Afzelia africana/dọc 1/doussie39,Phase1,Afzelia africana,Afzelia africana,A,exact_species_overlap,"P1,P2,P3",Afzelia africana,exact_species_match,
data/images/macro/Phase1/3248.Afzelia africana/dọc 1/doussie4.jpg,Phase1/3248.Afzelia africana/dọc 1/doussie4.jpg,xylomami_macro,macro,cross_section_end_grain,Afzelia africana,Afzelia,,dọc 1,xylomami_macro:Phase1/3248.Afzelia africana/dọc 1/doussie4,Phase1,Afzelia africana,Afzelia africana,A,exact_species_overlap,"P1,P2,P3",Afzelia africana,exact_species_match,
data/images/macro/Phase1/3248.Afzelia africana/dọc 1/doussie40.jpg,Phase1/3248.Afzelia africana/dọc 1/doussie40.jpg,xylomami_macro,macro,cross_section_end_grain,Afzelia africana,Afzelia,,dọc 1,xylomami_macro:Phase1/3248.Afzelia africana/dọc 1/doussie40,Phase1,Afzelia africana,Afzelia africana,A,exact_species_overlap,"P1,P2,P3",Afzelia africana,exact_species_match,
data/images/macro/Phase1/3248.Afzelia africana/dọc 1/doussie41.jpg,Phase1/3248.Afzelia africana/dọc 1/doussie41.jpg,xylomami_macro,macro,cross_section_end_grain,Afzelia africana,Afzelia,,dọc 1,xylomami_macro:Phase1/3248.Afzelia africana/dọc 1/doussie41,Phase1,Afzelia africana,Afzelia africana,A,exact_species_overlap,"P1,P2,P3",Afzelia africana,exact_species_match,
data/images/macro/Phase1/3248.Afzelia africana/dọc 1/doussie42.jpg,Phase1/3248.Afzelia africana/dọc 1/doussie42.jpg,xylomami_macro,macro,cross_section_end_grain,Afzelia africana,Afzelia,,dọc 1,xylomami_macro:Phase1/3248.Afzelia africana/dọc 1/doussie42,Phase1,Afzelia africana,Afzelia africana,A,exact_species_overlap,"P1,P2,P3",Afzelia africana,exact_species_match,
data/images/macro/Phase1/3248.Afzelia africana/dọc 1/doussie43.jpg,Phase1/3248.Afzelia africana/dọc 1/doussie43.jpg,xylomami_macro,macro,cross_section_end_grain,Afzelia africana,Afzelia,,dọc 1,xylomami_macro:Phase1/3248.Afzelia africana/dọc 1/doussie43,Phase1,Afzelia africana,Afzelia africana,A,exact_species_overlap,"P1,P2,P3",Afzelia africana,exact_species_match,
data/images/macro/Phase1/3248.Afzelia africana/dọc 1/doussie44.jpg,Phase1/3248.Afzelia africana/dọc 1/doussie44.jpg,xylomami_macro,macro,cross_section_end_grain,Afzelia africana,Afzelia,,dọc 1,xylomami_macro:Phase1/3248.Afzelia africana/dọc 1/doussie44,Phase1,Afzelia africana,Afzelia africana,A,exact_species_overlap,"P1,P2,P3",Afzelia africana,exact_species_match,
data/images/macro/Phase1/3248.Afzelia africana/dọc 1/doussie45.jpg,Phase1/3248.Afzelia africana/dọc 1/doussie45.jpg,xylomami_macro,macro,cross_section_end_grain,Afzelia africana,Afzelia,,dọc 1,xylomami_macro:Phase1/3248.Afzelia africana/dọc 1/doussie45,Phase1,Afzelia africana,Afzelia africana,A,exact_species_overlap,"P1,P2,P3",Afzelia africana,exact_species_match,
data/images/macro/Phase1/3248.Afzelia africana/dọc 1/doussie46.jpg,Phase1/3248.Afzelia africana/dọc 1/doussie46.jpg,xylomami_macro,macro,cross_section_end_grain,Afzelia africana,Afzelia,,dọc 1,xylomami_macro:Phase1/3248.Afzelia africana/dọc 1/doussie46,Phase1,Afzelia africana,Afzelia africana,A,exact_species_overlap,"P1,P2,P3",Afzelia africana,exact_species_match,
data/images/macro/Phase1/3248.Afzelia africana/dọc 1/doussie47.jpg,Phase1/3248.Afzelia africana/dọc 1/doussie47.jpg,xylomami_macro,macro,cross_section_end_grain,Afzelia africana,Afzelia,,dọc 1,xylomami_macro:Phase1/3248.Afzelia africana/dọc 1/doussie47,Phase1,Afzelia africana,Afzelia africana,A,exact_species_overlap,"P1,P2,P3",Afzelia africana,exact_species_match,
data/images/macro/Phase1/3248.Afzelia africana/dọc 1/doussie48.jpg,Phase1/3248.Afzelia africana/dọc 1/doussie48.jpg,xylomami_macro,macro,cross_section_end_grain,Afzelia africana,Afzelia,,dọc 1,xylomami_macro:Phase1/3248.Afzelia africana/dọc 1/doussie48,Phase1,Afzelia africana,Afzelia africana,A,exact_species_overlap,"P1,P2,P3",Afzelia africana,exact_species_match,
data/images/macro/Phase1/3248.Afzelia africana/dọc 1/doussie49.jpg,Phase1/3248.Afzelia africana/dọc 1/doussie49.jpg,xylomami_macro,macro,cross_section_end_grain,Afzelia africana,Afzelia,,dọc 1,xylomami_macro:Phase1/3248.Afzelia africana/dọc 1/doussie49,Phase1,Afzelia africana,Afzelia africana,A,exact_species_overlap,"P1,P2,P3",Afzelia africana,exact_species_match,
data/images/macro/Phase1/3248.Afzelia africana/dọc 1/doussie5.jpg,Phase1/3248.Afzelia africana/dọc 1/doussie5.jpg,xylomami_macro,macro,cross_section_end_grain,Afzelia africana,Afzelia,,dọc 1,xylomami_macro:Phase1/3248.Afzelia africana/dọc 1/doussie5,Phase1,Afzelia africana,Afzelia africana,A,exact_species_overlap,"P1,P2,P3",Afzelia africana,exact_species_match,
data/images/macro/Phase1/3248.Afzelia africana/dọc 1/doussie50.jpg,Phase1/3248.Afzelia africana/dọc 1/doussie50.jpg,xylomami_macro,macro,cross_section_end_grain,Afzelia africana,Afzelia,,dọc 1,xylomami_macro:Phase1/3248.Afzelia africana/dọc 1/doussie50,Phase1,Afzelia africana,Afzelia africana,A,exact_species_overlap,"P1,P2,P3",Afzelia africana,exact_species_match,
data/images/macro/Phase1/3248.Afzelia africana/dọc 1/doussie51.jpg,Phase1/3248.Afzelia africana/dọc 1/doussie51.jpg,xylomami_macro,macro,cross_section_end_grain,Afzelia africana,Afzelia,,dọc 1,xylomami_macro:Phase1/3248.Afzelia africana/dọc 1/doussie51,Phase1,Afzelia africana,Afzelia africana,A,exact_species_overlap,"P1,P2,P3",Afzelia africana,exact_species_match,
data/images/macro/Phase1/3248.Afzelia africana/dọc 1/doussie52.jpg,Phase1/3248.Afzelia africana/dọc 1/doussie52.jpg,xylomami_macro,macro,cross_section_end_grain,Afzelia africana,Afzelia,,dọc 1,xylomami_macro:Phase1/3248.Afzelia africana/dọc 1/doussie52,Phase1,Afzelia africana,Afzelia africana,A,exact_species_overlap,"P1,P2,P3",Afzelia africana,exact_species_match,
data/images/macro/Phase1/3248.Afzelia africana/dọc 1/doussie53.jpg,Phase1/3248.Afzelia africana/dọc 1/doussie53.jpg,xylomami_macro,macro,cross_section_end_grain,Afzelia africana,Afzelia,,dọc 1,xylomami_macro:Phase1/3248.Afzelia africana/dọc 1/doussie53,Phase1,Afzelia africana,Afzelia africana,A,exact_species_overlap,"P1,P2,P3",Afzelia africana,exact_species_match,
data/images/macro/Phase1/3248.Afzelia africana/dọc 1/doussie54.jpg,Phase1/3248.Afzelia africana/dọc 1/doussie54.jpg,xylomami_macro,macro,cross_section_end_grain,Afzelia africana,Afzelia,,dọc 1,xylomami_macro:Phase1/3248.Afzelia africana/dọc 1/doussie54,Phase1,Afzelia africana,Afzelia africana,A,exact_species_overlap,"P1,P2,P3",Afzelia africana,exact_species_match,
data/images/macro/Phase1/3248.Afzelia africana/dọc 1/doussie55.jpg,Phase1/3248.Afzelia africana/dọc 1/doussie55.jpg,xylomami_macro,macro,cross_section_end_grain,Afzelia africana,Afzelia,,dọc 1,xylomami_macro:Phase1/3248.Afzelia africana/dọc 1/doussie55,Phase1,Afzelia africana,Afzelia africana,A,exact_species_overlap,"P1,P2,P3",Afzelia africana,exact_species_match,
data/images/macro/Phase1/3248.Afzelia africana/dọc 1/doussie56.jpg,Phase1/3248.Afzelia africana/dọc 1/doussie56.jpg,xylomami_macro,macro,cross_section_end_grain,Afzelia africana,Afzelia,,dọc 1,xylomami_macro:Phase1/3248.Afzelia africana/dọc 1/doussie56,Phase1,Afzelia africana,Afzelia africana,A,exact_species_overlap,"P1,P2,P3",Afzelia africana,exact_species_match,
data/images/macro/Phase1/3248.Afzelia africana/dọc 1/doussie57.jpg,Phase1/3248.Afzelia africana/dọc 1/doussie57.jpg,xylomami_macro,macro,cross_section_end_grain,Afzelia africana,Afzelia,,dọc 1,xylomami_macro:Phase1/3248.Afzelia africana/dọc 1/doussie57,Phase1,Afzelia africana,Afzelia africana,A,exact_species_overlap,"P1,P2,P3",Afzelia africana,exact_species_match,
data/images/macro/Phase1/3248.Afzelia africana/dọc 1/doussie58.jpg,Phase1/3248.Afzelia africana/dọc 1/doussie58.jpg,xylomami_macro,macro,cross_section_end_grain,Afzelia africana,Afzelia,,dọc 1,xylomami_macro:Phase1/3248.Afzelia africana/dọc 1/doussie58,Phase1,Afzelia africana,Afzelia africana,A,exact_species_overlap,"P1,P2,P3",Afzelia africana,exact_species_match,
data/images/macro/Phase1/3248.Afzelia africana/dọc 1/doussie59.jpg,Phase1/3248.Afzelia africana/dọc 1/doussie59.jpg,xylomami_macro,macro,cross_section_end_grain,Afzelia africana,Afzelia,,dọc 1,xylomami_macro:Phase1/3248.Afzelia africana/dọc 1/doussie59,Phase1,Afzelia africana,Afzelia africana,A,exact_species_overlap,"P1,P2,P3",Afzelia africana,exact_species_match,
data/images/macro/Phase1/3248.Afzelia africana/dọc 1/doussie6.jpg,Phase1/3248.Afzelia africana/dọc 1/doussie6.jpg,xylomami_macro,macro,cross_section_end_grain,Afzelia africana,Afzelia,,dọc 1,xylomami_macro:Phase1/3248.Afzelia africana/dọc 1/doussie6,Phase1,Afzelia africana,Afzelia africana,A,exact_species_overlap,"P1,P2,P3",Afzelia africana,exact_species_match,
data/images/macro/Phase1/3248.Afzelia africana/dọc 1/doussie60.jpg,Phase1/3248.Afzelia africana/dọc 1/doussie60.jpg,xylomami_macro,macro,cross_section_end_grain,Afzelia africana,Afzelia,,dọc 1,xylomami_macro:Phase1/3248.Afzelia africana/dọc 1/doussie60,Phase1,Afzelia africana,Afzelia africana,A,exact_species_overlap,"P1,P2,P3",Afzelia africana,exact_species_match,
data/images/macro/Phase1/3248.Afzelia africana/dọc 1/doussie61.jpg,Phase1/3248.Afzelia africana/dọc 1/doussie61.jpg,xylomami_macro,macro,cross_section_end_grain,Afzelia africana,Afzelia,,dọc 1,xylomami_macro:Phase1/3248.Afzelia africana/dọc 1/doussie61,Phase1,Afzelia africana,Afzelia africana,A,exact_species_overlap,"P1,P2,P3",Afzelia africana,exact_species_match,
data/images/macro/Phase1/3248.Afzelia africana/dọc 1/doussie62.jpg,Phase1/3248.Afzelia africana/dọc 1/doussie62.jpg,xylomami_macro,macro,cross_section_end_grain,Afzelia africana,Afzelia,,dọc 1,xylomami_macro:Phase1/3248.Afzelia africana/dọc 1/doussie62,Phase1,Afzelia africana,Afzelia africana,A,exact_species_overlap,"P1,P2,P3",Afzelia africana,exact_species_match,
data/images/macro/Phase1/3248.Afzelia africana/dọc 1/doussie63.jpg,Phase1/3248.Afzelia africana/dọc 1/doussie63.jpg,xylomami_macro,macro,cross_section_end_grain,Afzelia africana,Afzelia,,dọc 1,xylomami_macro:Phase1/3248.Afzelia africana/dọc 1/doussie63,Phase1,Afzelia africana,Afzelia africana,A,exact_species_overlap,"P1,P2,P3",Afzelia africana,exact_species_match,
data/images/macro/Phase1/3248.Afzelia africana/dọc 1/doussie64.jpg,Phase1/3248.Afzelia africana/dọc 1/doussie64.jpg,xylomami_macro,macro,cross_section_end_grain,Afzelia africana,Afzelia,,dọc 1,xylomami_macro:Phase1/3248.Afzelia africana/dọc 1/doussie64,Phase1,Afzelia africana,Afzelia africana,A,exact_species_overlap,"P1,P2,P3",Afzelia africana,exact_species_match,
data/images/macro/Phase1/3248.Afzelia africana/dọc 1/doussie65.jpg,Phase1/3248.Afzelia africana/dọc 1/doussie65.jpg,xylomami_macro,macro,cross_section_end_grain,Afzelia africana,Afzelia,,dọc 1,xylomami_macro:Phase1/3248.Afzelia africana/dọc 1/doussie65,Phase1,Afzelia africana,Afzelia africana,A,exact_species_overlap,"P1,P2,P3",Afzelia africana,exact_species_match,
data/images/macro/Phase1/3248.Afzelia africana/dọc 1/doussie66.jpg,Phase1/3248.Afzelia africana/dọc 1/doussie66.jpg,xylomami_macro,macro,cross_section_end_grain,Afzelia africana,Afzelia,,dọc 1,xylomami_macro:Phase1/3248.Afzelia africana/dọc 1/doussie66,Phase1,Afzelia africana,Afzelia africana,A,exact_species_overlap,"P1,P2,P3",Afzelia africana,exact_species_match,
data/images/macro/Phase1/3248.Afzelia africana/dọc 1/doussie67.jpg,Phase1/3248.Afzelia africana/dọc 1/doussie67.jpg,xylomami_macro,macro,cross_section_end_grain,Afzelia africana,Afzelia,,dọc 1,xylomami_macro:Phase1/3248.Afzelia africana/dọc 1/doussie67,Phase1,Afzelia africana,Afzelia africana,A,exact_species_overlap,"P1,P2,P3",Afzelia africana,exact_species_match,
data/images/macro/Phase1/3248.Afzelia africana/dọc 1/doussie68.jpg,Phase1/3248.Afzelia africana/dọc 1/doussie68.jpg,xylomami_macro,macro,cross_section_end_grain,Afzelia africana,Afzelia,,dọc 1,xylomami_macro:Phase1/3248.Afzelia africana/dọc 1/doussie68,Phase1,Afzelia africana,Afzelia africana,A,exact_species_overlap,"P1,P2,P3",Afzelia africana,exact_species_match,
data/images/macro/Phase1/3248.Afzelia africana/dọc 1/doussie69.jpg,Phase1/3248.Afzelia africana/dọc 1/doussie69.jpg,xylomami_macro,macro,cross_section_end_grain,Afzelia africana,Afzelia,,dọc 1,xylomami_macro:Phase1/3248.Afzelia africana/dọc 1/doussie69,Phase1,Afzelia africana,Afzelia africana,A,exact_species_overlap,"P1,P2,P3",Afzelia africana,exact_species_match,
